Make,Model,Year,Price (PKR),Mileage (KM),Fuel Type,Transmission,City,Condition
Suzuki,Wagon R,2002,400000,85633,Petrol,Manual,Karachi,Used
Kia,Stonic,2023,2363994,88853,Petrol,Manual,Karachi,Used
Toyota,Vitz,2003,400000,172044,Petrol,Manual,Multan,Used
Changan,Karvaan,2022,2248332,91533,Petrol,Automatic,Sialkot,Used
Suzuki,Wagon R,2022,889973,125587,Petrol,Automatic,Peshawar,Used
Kia,Sportage,2024,2518743,129268,Diesel,Automatic,Sialkot,Used
Toyota,Corolla,2020,2112546,11693,Petrol,Manual,Quetta,Used
Suzuki,Cultus,2004,400000,60758,Diesel,Automatic,Rawalpindi,Used
Honda,Fit,2009,878002,39962,Petrol,Automatic,Multan,Used
Audi,Q5,2012,10941730,72708,Petrol,Manual,Rawalpindi,Used
Honda,City,2007,2264814,17251,Petrol,Automatic,Karachi,Used
Honda,BR-V,2022,1622754,166702,Petrol,Automatic,Sialkot,Used
Toyota,Yaris,2006,3048133,163505,Petrol,Automatic,Karachi,Used
Hyundai,Santro,2010,970406,75445,Petrol,Automatic,Multan,Used
Suzuki,Swift,2010,1031537,57884,Petrol,Automatic,Lahore,Used
Suzuki,Swift,2009,419612,53314,Diesel,Manual,Islamabad,Used
Nissan,Clipper,2014,1948740,24774,Petrol,Automatic,Multan,Used
Toyota,Aqua,2023,3337414,59351,Petrol,Automatic,Rawalpindi,Used
Toyota,Corolla,2010,1007014,84753,Petrol,Manual,Lahore,Used
Kia,Sportage,2020,2639728,39675,Diesel,Manual,Karachi,Used
Kia,Sorento,2015,2261276,48779,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2013,1280169,69254,Diesel,Automatic,Sialkot,Used
Kia,Stonic,2020,2975013,112904,Diesel,Manual,Quetta,Used
Toyota,Hilux,2015,2072791,142027,Hybrid,Manual,Sialkot,Used
Kia,Sportage,2008,2406678,14012,Petrol,Manual,Peshawar,Used
Suzuki,Wagon R,2019,1257978,42466,Diesel,Manual,Faisalabad,Used
Suzuki,Cultus,2023,1365441,104878,Petrol,Automatic,Islamabad,Used
Kia,Sportage,2021,1748007,166459,Petrol,Manual,Rawalpindi,Used
Suzuki,Alto,2022,1117770,94,Petrol,Automatic,Islamabad,New
Nissan,Juke,2016,2093967,83688,Petrol,Automatic,Peshawar,Used
Toyota,Vitz,2023,3533903,139582,Diesel,Automatic,Islamabad,Used
Suzuki,Mehran,2020,1196236,91462,Petrol,Manual,Lahore,Used
Toyota,Corolla,2012,1696824,155872,Petrol,Manual,Faisalabad,Used
Toyota,Hilux,2019,2280219,11422,Diesel,Manual,Sialkot,Used
Toyota,Vitz,2019,2896093,146971,Petrol,Automatic,Quetta,Used
Suzuki,Swift,2003,786021,73,Diesel,Manual,Lahore,New
Toyota,Yaris,2000,1252402,40,Diesel,Manual,Faisalabad,New
Toyota,Hilux,2012,1987292,97291,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2000,993093,57,Petrol,Manual,Sialkot,New
Daihatsu,Move,2021,1575942,48,Petrol,Manual,Lahore,New
Suzuki,Wagon R,2009,400000,165333,Petrol,Manual,Karachi,Used
Suzuki,Cultus,2006,400000,9453,Petrol,Automatic,Peshawar,Used
Hyundai,Tucson,2023,1531250,52,Petrol,Manual,Faisalabad,New
Suzuki,Cultus,2016,521938,16854,Diesel,Manual,Karachi,Used
Honda,N WGN,2007,2171815,27,Petrol,Automatic,Multan,New
Honda,N WGN,2015,3160855,40370,Diesel,Manual,Islamabad,Used
Honda,Civic,2006,1031259,8455,Petrol,Automatic,Quetta,Used
Suzuki,Swift,2024,1113686,8712,Petrol,Manual,Rawalpindi,Used
Honda,Civic,2010,3437752,41793,Petrol,Manual,Karachi,Used
Suzuki,Mehran,2008,1069400,66149,Hybrid,Manual,Sialkot,Used
Honda,City,2010,433697,55124,Diesel,Automatic,Karachi,Used
Suzuki,Mehran,2023,1200417,79895,Petrol,Manual,Peshawar,Used
Honda,Civic,2021,3426457,75072,Electric,Automatic,Rawalpindi,Used
Suzuki,Mehran,2024,1435829,173135,Petrol,Manual,Sialkot,Used
Hyundai,Sonata,2003,1074110,174529,Diesel,Automatic,Multan,Used
Suzuki,Wagon R,2023,1396266,48449,Petrol,Manual,Faisalabad,Used
Audi,A4,2003,7187707,105649,Petrol,Automatic,Lahore,Used
Toyota,Hilux,2024,3768625,19,Petrol,Automatic,Multan,New
Hyundai,Sonata,2018,3214743,11135,Hybrid,Automatic,Rawalpindi,Used
Suzuki,Cultus,2007,400000,168754,Petrol,Automatic,Islamabad,Used
Nissan,Dayz,2015,3657432,14414,Diesel,Manual,Peshawar,Used
Hyundai,Santro,2001,2510247,127163,Hybrid,Manual,Faisalabad,Used
Suzuki,Swift,2013,617126,160542,Petrol,Automatic,Quetta,Used
Hyundai,Santro,2016,3718113,41,Petrol,Automatic,Sialkot,New
Honda,BR-V,2016,2802538,111164,Diesel,Automatic,Sialkot,Used
Toyota,Hilux,2014,3472578,45777,Hybrid,Manual,Multan,Used
Suzuki,Cultus,2018,652182,35019,Hybrid,Automatic,Peshawar,Used
Kia,Sportage,2004,1994029,173709,Petrol,Automatic,Sialkot,Used
Hyundai,Tucson,2020,1238887,106718,Diesel,Automatic,Lahore,Used
Suzuki,Mehran,2004,400000,150447,Petrol,Automatic,Rawalpindi,Used
Toyota,Hilux,2021,3152026,164245,Hybrid,Automatic,Rawalpindi,Used
Kia,Sportage,2013,2473591,166004,Petrol,Automatic,Rawalpindi,Used
Toyota,Vitz,2000,2132193,31623,Diesel,Automatic,Lahore,Used
Toyota,Aqua,2020,2524340,86,Hybrid,Manual,Islamabad,New
Honda,N WGN,2015,1644463,76787,Diesel,Manual,Faisalabad,Used
Suzuki,Wagon R,2016,669699,86622,Petrol,Manual,Karachi,Used
Honda,Civic,2024,2451359,17902,Petrol,Manual,Lahore,Used
Toyota,Vitz,2024,1813095,157772,Petrol,Manual,Quetta,Used
Honda,City,2007,1834050,98627,Petrol,Manual,Faisalabad,Used
Toyota,Vitz,2018,1301395,115954,Diesel,Manual,Faisalabad,Used
Hyundai,Tucson,2013,1384664,130767,Petrol,Manual,Sialkot,Used
Kia,Sportage,2011,2705956,123752,Diesel,Automatic,Islamabad,Used
Kia,Picanto,2003,2853413,14894,Petrol,Automatic,Peshawar,Used
Honda,BR-V,2020,2252312,50888,Petrol,Manual,Peshawar,Used
Suzuki,Wagon R,2020,1153927,157850,Petrol,Manual,Karachi,Used
BMW,X1,2009,9149988,106915,Petrol,Automatic,Peshawar,Used
Kia,Stonic,2017,1258448,75185,Diesel,Automatic,Multan,Used
Suzuki,Alto,2010,400000,9,Petrol,Automatic,Multan,New
Honda,Civic,2020,2570579,64749,Diesel,Manual,Faisalabad,Used
Kia,Sorento,2022,3871105,152443,Petrol,Manual,Quetta,Used
Toyota,Yaris,2018,1484324,111186,Petrol,Automatic,Rawalpindi,Used
Hyundai,Tucson,2004,2481618,155768,Diesel,Manual,Islamabad,Used
Suzuki,Cultus,2013,884513,162229,Diesel,Manual,Multan,Used
Toyota,Corolla,2000,1094806,68048,Petrol,Automatic,Islamabad,Used
Hyundai,Elantra,2004,1319222,165882,Petrol,Automatic,Lahore,Used
Nissan,Dayz,2023,3183192,62857,Diesel,Manual,Peshawar,Used
Honda,Civic,2003,2778610,90825,Petrol,Manual,Faisalabad,Used
Hyundai,Tucson,2008,1425619,69307,Diesel,Manual,Lahore,Used
Toyota,Vitz,2011,2289631,103800,Diesel,Automatic,Sialkot,Used
Toyota,Vitz,2024,2415135,153795,Petrol,Manual,Multan,Used
Nissan,Juke,2010,1547235,132393,Petrol,Manual,Faisalabad,Used
Hyundai,Sonata,2019,1948506,41,Petrol,Automatic,Peshawar,New
Toyota,Yaris,2008,1100962,109682,Petrol,Automatic,Sialkot,Used
Nissan,Dayz,2018,3156697,29,Petrol,Manual,Faisalabad,New
Toyota,Corolla,2011,1477744,56897,Petrol,Automatic,Lahore,Used
Suzuki,Mehran,2014,400000,88051,Petrol,Automatic,Karachi,Used
Toyota,Hilux,2010,2159572,175559,Petrol,Automatic,Sialkot,Used
Suzuki,Mehran,2011,432456,145486,Petrol,Automatic,Lahore,Used
Toyota,Hilux,2002,610926,64989,Petrol,Manual,Islamabad,Used
Honda,Civic,2015,998167,124565,Petrol,Manual,Sialkot,Used
Toyota,Aqua,2004,2866207,111573,Petrol,Automatic,Islamabad,Used
Daihatsu,Cuore,2021,1596029,74016,Petrol,Automatic,Karachi,Used
Toyota,Corolla,2005,645371,118177,Diesel,Manual,Karachi,Used
Kia,Picanto,2005,1282217,80831,Diesel,Automatic,Multan,Used
Toyota,Corolla,2003,1274007,159356,Petrol,Automatic,Lahore,Used
Changan,Karvaan,2013,1394489,41870,Petrol,Automatic,Faisalabad,Used
Suzuki,Wagon R,2007,784874,53284,Petrol,Automatic,Peshawar,Used
Toyota,Corolla,2003,1066556,34850,Diesel,Manual,Sialkot,Used
Toyota,Yaris,2018,2198484,100320,Petrol,Manual,Lahore,Used
Hyundai,Elantra,2007,1478393,112930,Petrol,Manual,Islamabad,Used
Suzuki,Cultus,2016,400000,121055,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2013,2151811,19289,Diesel,Manual,Rawalpindi,Used
Toyota,Vitz,2020,2292047,178505,Petrol,Manual,Islamabad,Used
Honda,City,2011,1056217,51547,Electric,Manual,Peshawar,Used
Hyundai,Tucson,2008,2485422,101923,Diesel,Automatic,Multan,Used
Toyota,Corolla,2008,2270053,70329,Petrol,Manual,Islamabad,Used
Toyota,Vitz,2024,2635796,118849,Diesel,Automatic,Peshawar,Used
Suzuki,Mehran,2022,1154161,171144,Diesel,Manual,Rawalpindi,Used
Suzuki,Cultus,2022,1037657,160291,Petrol,Automatic,Peshawar,Used
Toyota,Yaris,2020,3071649,168917,Petrol,Automatic,Peshawar,Used
Toyota,Aqua,2013,2759277,69579,Petrol,Automatic,Multan,Used
Hyundai,Santro,2023,2647539,128309,Petrol,Automatic,Sialkot,Used
Hyundai,Tucson,2013,1501026,10,Petrol,Automatic,Quetta,New
Suzuki,Cultus,2000,400000,39288,Petrol,Manual,Islamabad,Used
Hyundai,Tucson,2003,1530125,150199,Hybrid,Automatic,Sialkot,Used
Nissan,Clipper,2023,2336999,39554,Hybrid,Manual,Multan,Used
Hyundai,Sonata,2024,2271515,173412,Petrol,Automatic,Islamabad,Used
Toyota,Aqua,2011,1774429,161722,Petrol,Automatic,Faisalabad,Used
Suzuki,Swift,2018,1314394,33793,Petrol,Manual,Multan,Used
Kia,Sorento,2002,2879975,112923,Petrol,Automatic,Rawalpindi,Used
Toyota,Hilux,2003,2418523,21,Petrol,Automatic,Lahore,New
Toyota,Yaris,2018,3807446,26313,Petrol,Automatic,Faisalabad,Used
Changan,Alsvin,2015,2509892,177173,Diesel,Manual,Sialkot,Used
Hyundai,Sonata,2001,2528194,28228,Diesel,Automatic,Multan,Used
Honda,City,2001,451772,11,Petrol,Automatic,Faisalabad,New
Honda,N WGN,2021,1525803,86671,Petrol,Automatic,Karachi,Used
Suzuki,Mehran,2013,400000,147682,Electric,Automatic,Karachi,Used
Suzuki,Cultus,2003,400000,136581,Diesel,Manual,Faisalabad,Used
Honda,City,2001,1643151,116533,Petrol,Manual,Lahore,Used
Honda,N WGN,2003,2307903,20403,Petrol,Manual,Lahore,Used
Daihatsu,Mira,2015,1771885,157821,Petrol,Automatic,Islamabad,Used
Toyota,Vitz,2021,1912913,150659,Diesel,Automatic,Faisalabad,Used
Suzuki,Cultus,2017,1048300,88129,Petrol,Manual,Lahore,Used
Hyundai,Elantra,2013,2888115,133675,Petrol,Manual,Rawalpindi,Used
Honda,City,2017,1659836,172025,Petrol,Automatic,Multan,Used
Suzuki,Mehran,2009,874222,36187,Petrol,Automatic,Lahore,Used
Kia,Sportage,2010,681473,161450,Petrol,Automatic,Multan,Used
Suzuki,Mehran,2008,482839,89718,Petrol,Manual,Faisalabad,Used
Nissan,Dayz,2004,1011490,22040,Hybrid,Manual,Sialkot,Used
Honda,N WGN,2008,1792069,107348,Petrol,Automatic,Karachi,Used
Suzuki,Alto,2018,697006,123336,Petrol,Manual,Rawalpindi,Used
Toyota,Hilux,2009,1091427,172287,Diesel,Manual,Islamabad,Used
Toyota,Yaris,2024,3199085,11786,Petrol,Automatic,Quetta,Used
Suzuki,Alto,2002,400000,34158,Diesel,Automatic,Multan,Used
Honda,Fit,2005,2158876,31897,Diesel,Automatic,Multan,Used
Toyota,Hilux,2001,400000,40540,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2016,1482276,177910,Petrol,Automatic,Islamabad,Used
Honda,City,2005,2278004,145522,Petrol,Manual,Islamabad,Used
Honda,BR-V,2019,2625445,5337,Petrol,Automatic,Sialkot,Used
Toyota,Hilux,2003,1189102,69559,Petrol,Automatic,Peshawar,Used
Suzuki,Swift,2004,400000,160202,Petrol,Automatic,Multan,Used
Toyota,Aqua,2015,785328,126729,Petrol,Automatic,Islamabad,Used
Audi,A3,2002,5588780,91,Hybrid,Automatic,Faisalabad,New
Suzuki,Wagon R,2024,1335338,176910,Petrol,Manual,Sialkot,Used
Toyota,Vitz,2009,658095,14545,Petrol,Automatic,Karachi,Used
Toyota,Aqua,2015,3636233,64596,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2023,1213387,67796,Diesel,Manual,Karachi,Used
Toyota,Aqua,2017,2352544,102538,Petrol,Manual,Karachi,Used
Honda,BR-V,2005,400000,163005,Hybrid,Automatic,Faisalabad,Used
Toyota,Yaris,2016,3168445,8872,Petrol,Automatic,Multan,Used
Toyota,Vitz,2007,1479353,121405,Diesel,Automatic,Multan,Used
Toyota,Vitz,2013,1610917,84,Petrol,Manual,Sialkot,New
Suzuki,Wagon R,2007,400000,55974,Petrol,Manual,Islamabad,Used
Honda,Fit,2009,2147810,52277,Petrol,Automatic,Sialkot,Used
Toyota,Yaris,2007,1822868,60729,Petrol,Automatic,Karachi,Used
Toyota,Vitz,2022,1837167,94655,Petrol,Manual,Lahore,Used
Toyota,Aqua,2010,3620660,105708,Petrol,Manual,Multan,Used
Suzuki,Wagon R,2005,400000,60809,Petrol,Automatic,Peshawar,Used
Kia,Stonic,2011,2031460,89451,Petrol,Automatic,Sialkot,Used
Toyota,Corolla,2008,497477,55,Petrol,Automatic,Quetta,New
Suzuki,Swift,2009,856440,39346,Petrol,Automatic,Multan,Used
Toyota,Yaris,2003,464811,51161,Diesel,Manual,Rawalpindi,Used
Toyota,Corolla,2012,1231041,13655,Hybrid,Automatic,Rawalpindi,Used
Honda,N WGN,2001,2519922,53482,Petrol,Manual,Lahore,Used
Kia,Sportage,2003,1518851,102955,Petrol,Manual,Quetta,Used
Suzuki,Alto,2000,400000,90,Petrol,Manual,Multan,New
Suzuki,Cultus,2005,400000,134034,Petrol,Manual,Peshawar,Used
Changan,Karvaan,2000,3001385,64481,Petrol,Manual,Rawalpindi,Used
Suzuki,Cultus,2002,400000,127021,Hybrid,Automatic,Faisalabad,Used
Toyota,Aqua,2014,1745998,8368,Diesel,Automatic,Faisalabad,Used
BMW,X5,2006,5248552,135797,Petrol,Manual,Multan,Used
Toyota,Aqua,2005,2707006,37773,Petrol,Automatic,Sialkot,Used
Suzuki,Wagon R,2015,959041,168826,Petrol,Automatic,Rawalpindi,Used
Suzuki,Alto,2012,438786,11302,Petrol,Manual,Multan,Used
Suzuki,Cultus,2004,587216,146335,Petrol,Automatic,Lahore,Used
Daihatsu,Move,2020,2344447,101373,Petrol,Manual,Lahore,Used
Suzuki,Cultus,2019,696381,12580,Hybrid,Automatic,Quetta,Used
Hyundai,Elantra,2018,3631317,68776,Diesel,Automatic,Rawalpindi,Used
Suzuki,Swift,2011,400000,104640,Petrol,Automatic,Islamabad,Used
Changan,Oshan X7,2022,3373776,57875,Diesel,Manual,Multan,Used
Toyota,Corolla,2010,3161040,15811,Petrol,Manual,Karachi,Used
Hyundai,Sonata,2005,2038765,53231,Petrol,Automatic,Peshawar,Used
Suzuki,Cultus,2015,540562,95551,Petrol,Automatic,Quetta,Used
BMW,X5,2021,10902687,112671,Petrol,Manual,Sialkot,Used
Toyota,Vitz,2005,2826130,101366,Diesel,Automatic,Faisalabad,Used
Toyota,Yaris,2010,1891686,16,Hybrid,Manual,Peshawar,New
Toyota,Aqua,2003,400000,38128,Diesel,Manual,Quetta,Used
Suzuki,Cultus,2023,745060,158172,Diesel,Manual,Faisalabad,Used
Daihatsu,Mira,2004,1217384,177161,Petrol,Automatic,Islamabad,Used
Suzuki,Cultus,2009,400000,6639,Petrol,Manual,Quetta,Used
Kia,Sorento,2004,2516359,176819,Petrol,Automatic,Rawalpindi,Used
Suzuki,Mehran,2016,472042,150621,Petrol,Automatic,Rawalpindi,Used
Suzuki,Cultus,2022,1284241,40,Petrol,Manual,Quetta,New
Toyota,Vitz,2000,2035937,41863,Diesel,Manual,Rawalpindi,Used
Suzuki,Alto,2004,487970,17847,Diesel,Manual,Sialkot,Used
Nissan,Dayz,2012,3217945,58632,Electric,Automatic,Multan,Used
Daihatsu,Cuore,2018,3386186,146625,Petrol,Manual,Lahore,Used
Kia,Sorento,2000,400000,79983,Diesel,Automatic,Karachi,Used
Honda,BR-V,2013,1334131,54229,Petrol,Manual,Lahore,Used
Nissan,Dayz,2011,1111885,13,Diesel,Manual,Multan,New
Suzuki,Wagon R,2016,1250553,146791,Diesel,Automatic,Sialkot,Used
Kia,Sportage,2009,1365370,78884,Petrol,Automatic,Lahore,Used
Toyota,Vitz,2016,1889598,55051,Petrol,Automatic,Faisalabad,Used
Honda,City,2015,2245458,137562,Petrol,Automatic,Karachi,Used
Suzuki,Swift,2016,744441,122277,Petrol,Manual,Sialkot,Used
Suzuki,Alto,2019,1117750,51,Diesel,Automatic,Quetta,New
Kia,Sorento,2002,2101618,116225,Hybrid,Manual,Lahore,Used
Suzuki,Mehran,2015,506780,98388,Petrol,Automatic,Rawalpindi,Used
Suzuki,Alto,2015,923304,92251,Hybrid,Automatic,Peshawar,Used
Suzuki,Wagon R,2020,1154296,115620,Petrol,Automatic,Sialkot,Used
Toyota,Aqua,2007,2264495,138478,Petrol,Automatic,Multan,Used
Toyota,Yaris,2003,2179073,151684,Petrol,Manual,Sialkot,Used
Hyundai,Santro,2013,2146295,58056,Petrol,Manual,Rawalpindi,Used
Suzuki,Swift,2005,400000,160327,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2023,2128475,37972,Diesel,Manual,Faisalabad,Used
Toyota,Yaris,2000,2380161,7006,Petrol,Manual,Islamabad,Used
Nissan,Dayz,2020,2067242,48756,Hybrid,Manual,Quetta,Used
Toyota,Corolla,2003,2377371,41754,Petrol,Manual,Sialkot,Used
Audi,A4,2000,4200070,26743,Petrol,Automatic,Islamabad,Used
Kia,Stonic,2004,1035969,61782,Diesel,Automatic,Peshawar,Used
Kia,Sorento,2022,3405235,167278,Diesel,Manual,Lahore,Used
Kia,Sorento,2003,1939438,109532,Petrol,Manual,Multan,Used
Toyota,Hilux,2019,2640470,66480,Petrol,Manual,Karachi,Used
Suzuki,Wagon R,2004,400000,104578,Petrol,Manual,Rawalpindi,Used
Hyundai,Elantra,2022,1678220,24906,Diesel,Automatic,Karachi,Used
Toyota,Aqua,2022,2369800,18125,Diesel,Manual,Quetta,Used
Hyundai,Tucson,2002,2331794,30213,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2016,2657698,71,Petrol,Automatic,Faisalabad,New
Daihatsu,Move,2019,3600079,62843,Petrol,Automatic,Peshawar,Used
Honda,Civic,2019,2216023,110622,Petrol,Automatic,Faisalabad,Used
Toyota,Hilux,2013,2495679,67931,Diesel,Automatic,Rawalpindi,Used
Suzuki,Swift,2022,1342467,115960,Petrol,Automatic,Faisalabad,Used
Toyota,Aqua,2008,3314998,135563,Petrol,Manual,Karachi,Used
Suzuki,Alto,2022,1412757,10450,Petrol,Automatic,Lahore,Used
Toyota,Vitz,2000,3415634,151663,Diesel,Manual,Rawalpindi,Used
Hyundai,Santro,2003,1774167,174073,Petrol,Automatic,Rawalpindi,Used
Toyota,Vitz,2020,2705999,57631,Diesel,Automatic,Karachi,Used
Suzuki,Alto,2018,841176,30,Petrol,Manual,Sialkot,New
Suzuki,Alto,2009,969337,50479,Petrol,Automatic,Peshawar,Used
Kia,Stonic,2002,1667944,167958,Diesel,Automatic,Faisalabad,Used
Kia,Sorento,2013,1694953,108260,Petrol,Automatic,Sialkot,Used
Hyundai,Tucson,2004,1536811,22505,Petrol,Manual,Quetta,Used
Nissan,Clipper,2024,1515711,62747,Petrol,Automatic,Karachi,Used
Changan,Oshan X7,2017,2377864,165660,Petrol,Automatic,Quetta,Used
Honda,BR-V,2004,3224574,95,Petrol,Manual,Rawalpindi,New
Toyota,Vitz,2023,1587107,111308,Diesel,Manual,Quetta,Used
Kia,Sportage,2016,2878527,177543,Petrol,Automatic,Multan,Used
Audi,Q5,2017,5985613,176636,Petrol,Automatic,Quetta,Used
Audi,A4,2018,9163943,121353,Petrol,Automatic,Rawalpindi,Used
Toyota,Vitz,2002,1935237,54089,Petrol,Automatic,Quetta,Used
Toyota,Hilux,2007,2339189,32832,Petrol,Manual,Quetta,Used
Toyota,Yaris,2013,2812257,82695,Petrol,Automatic,Sialkot,Used
Toyota,Hilux,2000,408738,37715,Diesel,Automatic,Multan,Used
Toyota,Hilux,2018,1564111,159725,Hybrid,Manual,Multan,Used
Toyota,Corolla,2017,1591986,85837,Petrol,Automatic,Karachi,Used
Daihatsu,Move,2024,2270223,34,Petrol,Automatic,Sialkot,New
BMW,3 Series,2015,5962912,173443,Petrol,Automatic,Rawalpindi,Used
Suzuki,Alto,2023,1134677,21726,Petrol,Manual,Karachi,Used
Honda,City,2018,1160541,178425,Petrol,Manual,Islamabad,Used
Changan,Alsvin,2007,1524133,60265,Diesel,Automatic,Multan,Used
Suzuki,Alto,2000,400000,10193,Hybrid,Manual,Islamabad,Used
Nissan,Juke,2022,2398157,123287,Petrol,Manual,Faisalabad,Used
Changan,Oshan X7,2010,1097514,84973,Petrol,Manual,Multan,Used
Kia,Sorento,2008,1637412,63,Diesel,Manual,Faisalabad,New
Suzuki,Wagon R,2007,400000,104828,Petrol,Manual,Peshawar,Used
Audi,A4,2021,10112337,82771,Petrol,Automatic,Peshawar,Used
Honda,Fit,2020,2907617,61579,Petrol,Manual,Faisalabad,Used
Honda,City,2004,1793113,46,Petrol,Automatic,Sialkot,New
Nissan,Clipper,2007,1514040,152024,Petrol,Manual,Faisalabad,Used
Suzuki,Swift,2019,1240832,98331,Petrol,Manual,Peshawar,Used
Hyundai,Sonata,2023,2143720,34,Petrol,Automatic,Karachi,New
Suzuki,Cultus,2008,701480,153673,Petrol,Manual,Quetta,Used
Suzuki,Swift,2004,400000,75684,Petrol,Manual,Karachi,Used
Suzuki,Alto,2002,400000,97055,Petrol,Automatic,Islamabad,Used
Kia,Sportage,2009,933433,152410,Petrol,Automatic,Peshawar,Used
Suzuki,Alto,2004,400000,65959,Diesel,Manual,Peshawar,Used
Suzuki,Alto,2003,400000,156022,Petrol,Automatic,Multan,Used
Toyota,Vitz,2008,2203325,53019,Diesel,Manual,Lahore,Used
Kia,Stonic,2015,1473621,96775,Petrol,Manual,Lahore,Used
Suzuki,Swift,2001,752569,158249,Petrol,Automatic,Lahore,Used
Toyota,Aqua,2011,2176684,123949,Petrol,Manual,Islamabad,Used
Toyota,Hilux,2003,1236913,120936,Petrol,Automatic,Islamabad,Used
Daihatsu,Cuore,2010,2014460,48721,Diesel,Manual,Lahore,Used
Suzuki,Swift,2000,498416,138998,Hybrid,Manual,Multan,Used
Suzuki,Mehran,2019,770267,66352,Petrol,Manual,Rawalpindi,Used
Suzuki,Cultus,2019,491716,134517,Hybrid,Manual,Peshawar,Used
Suzuki,Wagon R,2023,1328082,42444,Hybrid,Automatic,Multan,Used
Toyota,Corolla,2005,1324800,65070,Diesel,Automatic,Faisalabad,Used
Honda,Civic,2021,2056113,43076,Petrol,Automatic,Multan,Used
Toyota,Corolla,2021,2083551,33066,Petrol,Automatic,Quetta,Used
Toyota,Aqua,2014,1280339,164811,Petrol,Manual,Faisalabad,Used
Honda,BR-V,2020,1503527,58247,Petrol,Automatic,Multan,Used
Nissan,Clipper,2007,1429689,176225,Diesel,Manual,Quetta,Used
Suzuki,Alto,2010,400000,14,Hybrid,Manual,Islamabad,New
Toyota,Aqua,2002,1489692,138492,Petrol,Manual,Islamabad,Used
Kia,Sportage,2023,3527379,29,Diesel,Automatic,Islamabad,New
Suzuki,Mehran,2007,400000,121038,Petrol,Manual,Multan,Used
Hyundai,Tucson,2024,2074237,65,Petrol,Manual,Karachi,New
Toyota,Aqua,2011,943804,56510,Petrol,Manual,Peshawar,Used
Suzuki,Cultus,2000,400000,141509,Petrol,Manual,Sialkot,Used
Honda,City,2023,2924906,49590,Petrol,Manual,Quetta,Used
Hyundai,Tucson,2007,752821,7230,Petrol,Automatic,Faisalabad,Used
Toyota,Vitz,2021,1517651,43324,Petrol,Manual,Sialkot,Used
Honda,Civic,2002,2983520,122022,Petrol,Automatic,Peshawar,Used
Suzuki,Cultus,2008,400000,86396,Petrol,Automatic,Lahore,Used
Suzuki,Mehran,2005,400000,13264,Diesel,Automatic,Lahore,Used
Nissan,Juke,2012,2634588,113877,Diesel,Automatic,Sialkot,Used
Honda,Civic,2020,3299857,104713,Petrol,Manual,Sialkot,Used
Honda,BR-V,2020,3345689,17103,Petrol,Manual,Islamabad,Used
Suzuki,Alto,2024,1296908,58,Petrol,Automatic,Faisalabad,New
Honda,Civic,2020,2710237,52265,Petrol,Automatic,Sialkot,Used
Toyota,Corolla,2024,1837655,173449,Petrol,Manual,Peshawar,Used
Toyota,Vitz,2004,1656171,107101,Diesel,Automatic,Quetta,Used
Toyota,Corolla,2007,531529,136196,Petrol,Automatic,Multan,Used
Suzuki,Wagon R,2012,400000,120505,Petrol,Automatic,Peshawar,Used
Toyota,Yaris,2014,2895875,61,Diesel,Automatic,Islamabad,New
Kia,Picanto,2021,2501125,23047,Petrol,Manual,Multan,Used
Suzuki,Swift,2006,400000,33953,Petrol,Manual,Multan,Used
Hyundai,Sonata,2005,616073,53645,Petrol,Automatic,Lahore,Used
Honda,N WGN,2023,3189065,130618,Petrol,Manual,Multan,Used
Toyota,Hilux,2018,3141378,10727,Petrol,Automatic,Karachi,Used
Suzuki,Mehran,2007,584988,110267,Diesel,Automatic,Peshawar,Used
Honda,City,2023,3955934,178361,Petrol,Manual,Karachi,Used
Toyota,Hilux,2007,754467,18075,Petrol,Automatic,Lahore,Used
Suzuki,Swift,2005,400000,130780,Petrol,Automatic,Karachi,Used
Suzuki,Alto,2014,949912,130949,Petrol,Manual,Sialkot,Used
Honda,N WGN,2020,3588114,79674,Petrol,Manual,Karachi,Used
Toyota,Yaris,2003,774593,148205,Diesel,Manual,Multan,Used
Toyota,Corolla,2017,1779210,118421,Petrol,Automatic,Peshawar,Used
Toyota,Yaris,2003,1660292,49082,Petrol,Manual,Peshawar,Used
Toyota,Yaris,2023,3204646,114721,Petrol,Manual,Rawalpindi,Used
Honda,N WGN,2016,3525837,67,Diesel,Automatic,Multan,New
Honda,City,2022,2325584,63,Petrol,Manual,Peshawar,New
Suzuki,Cultus,2003,400000,36597,Diesel,Automatic,Lahore,Used
Toyota,Hilux,2010,1290327,86388,Petrol,Automatic,Rawalpindi,Used
Toyota,Yaris,2019,2397389,140237,Diesel,Automatic,Peshawar,Used
Kia,Picanto,2021,3682303,37417,Petrol,Manual,Rawalpindi,Used
Honda,City,2004,2257119,119804,Diesel,Automatic,Islamabad,Used
Toyota,Corolla,2020,2226856,115355,Diesel,Automatic,Islamabad,Used
Kia,Sorento,2001,2122027,66150,Petrol,Manual,Peshawar,Used
